SampleID,sp49,sp51,sp56,sp41,sp60,sp9,sp43,sp34,sp58,sp7,sp57,sp28,sp45,sp8,sp46,sp22,sp6,sp15,sp40,sp10,sp38,sp55,sp42,sp27,sp5,sp2,sp1,sp32,sp59,sp33,sp36,sp52,sp54,sp26,sp24,sp20,sp29,sp4,sp13,sp44,sp50,sp16,sp35,sp31,sp19,sp11,sp18,sp3,sp30,sp37,sp47,sp53,sp39,sp14,sp48,sp12,sp25,sp23,sp17,sp21,Group
Group_A_11,0,0,0.0788451080788451,0,0,0,0,0,0.009348127009348126,0.000519021000519021,0.0363946050363946,0.02372241402372241,0,0,0.0012068070012068069,0,0.02303052502303052,0,0.06244544206244543,0.05766315205766315,0.0693686040693686,0,0.08874814208874814,0,0,0,0,0,0,0,0.021899035021899032,0.020027396020027392,0.012981248012981247,0.015644613015644612,0,0.02064456202064456,0.019517431019517428,0.03652533403652533,0,0,0,0,0.027642436027642433,0.04110895404110895,0.04169433104169433,0.02568193102568193,0,0,0.012672537012672534,0,0.0277509030277509,0.0032199800032199793,0.02722503402722503,0.049496095049496085,0.07645482007645482,0.0481834060481834,0,0.020338006020338,0,0,HC
Group_A_12,0.010624865989375133,0,0,0.0236427959763572,0,0.03946358596053641,0.04575500395424499,0,0.0044244809955755185,0.027018913972981087,0,0,0,0.008407791991592209,0.01729151698270848,0,0,0.004963806995036193,0.011447974988552025,0.02381834697618165,0.03495652996504347,0.012868337987131662,0.023005263976994737,0.09134943190865055,0.024179953975820043,0.013157404986842595,0.05949150094050849,0.04282614495717386,0,0.025325789974674207,0,0.02257554597742445,0.02013900797986099,0,0,0.07515347592484652,0.08843432791156568,0,0.03674842496325157,0.02316695697683304,0,0,0.02308873097691127,0,0.02583821697416178,0.001589552998410447,0.03534451096465549,0.03765285996234714,0,0,0,0.01638275998361724,0,0,0.005281037994718961,0,0.029708211970291786,0.007962000992037999,0,0.006914933993085065,HC
Group_A_13,0,0.028878159,0.096677175,0,0.034015693,0,0.012440268,0.043725079,0,0.008144112,0.008223055,0,0.065611726,0,0,0.023749853,0.004101514,0,0.025586642,0.010735809,0,0.02890719,0.034144702,0.041988067,0.004717293,0.044177891,0,0,0.006678896,0.021466822,0,0.081366416,0.056648616,0,0.002778949,0,0,0.011697501,0,0,0,0,0.009551155,0.049705388,0.039986439,0.013088478,0.00276389,0.006907039,0.022875892,0.006954123,0,0.040326124,0,0.021057724,0.01309398,0,0.032260364,0.01113817,0,0.033829806,HC
Group_A_14,0,0.03676818600000001,0.008394225000000002,0.0025837300000000002,0.03180415400000001,0.025603189000000002,0,0.025536681000000002,0,0,0.06366028100000001,0.028109470000000004,0.06592619800000002,0,0.027386790000000005,0.006423353000000001,0.031215228000000005,0,0.0025508330000000006,0.006087205000000001,0.028742846000000002,0.059082630000000004,0.0030035640000000002,0,0,0.003954624000000001,0,0.015728388000000003,0.009963290000000001,0.029815436000000004,0.03729330100000001,0.030773697000000003,0.005869122000000001,0,0,0.011279096000000002,0.013268834000000002,0,0.014357130000000001,0,0.023999111000000004,0,0.05369238500000001,0.04917960500000001,0.045366549000000006,0,0.017768797000000003,0,0.0006199970000000001,0.0036979490000000003,0.013020209000000001,0.06068480800000001,0,0.0006669990000000002,0.022733436000000003,0.036940400000000005,0,0.036359298000000005,0,0.010088976000000001,HC
Group_A_15,0.006148346993851653,0.021210413978789585,0.10029501289970498,0.026939720973060275,0.039713060960286935,0,0.03899165696100834,0,0.0032837809967162187,0,0.02525928797474071,0.0006656029993343969,0.006972171993027827,0,0.014922321985077676,0.011929607988070391,0,0.019448444980551555,0.044397146955602845,0,0.02929286897070713,0.008783172991216826,0,0.009551074990448924,0,0,0.0454633909545366,0.03065687796934312,0,0.007849091992150907,0,0,0,0.01687420998312579,0.04222461195777539,0.013741156986258843,0,0.06790110393209889,0,0.0017721499982278498,0.02463066097536934,0.058064771941935225,0.004937600995062398,0,0.01581468998418531,0,0.04264796395735203,0,0,0,0.07039785592960213,0.014156087985843911,0,0.011010540988989459,0,0.018492832981507164,0.02502241597497758,0.03720257796279742,0,0.04333571095666428,HC
Group_A_16,0.0032044770000000003,0.0003497780000000001,0.13312021200000002,0.016000786000000003,0,0.012618694000000001,0.023015206000000003,0.042839164000000006,0.017668448000000003,0,0.026407623000000005,0,0.009898752000000002,0.018103830000000005,0,0.025832309000000005,0.020014702000000002,0,0.024445494000000005,0.0026246400000000006,0.060779228000000005,0.013507659000000002,0,0.029159012000000005,0.020553314000000003,0.024809215000000003,0,0.0067580520000000005,0.031943951000000005,0.0018418760000000003,0.0014154470000000002,0,0,0,0.15274055700000003,0.008393079000000001,0,0.040583177000000005,0.009790778000000002,0.0034750450000000004,0,0.018768614000000003,0,0,0.023489561000000003,0,0.016667450000000004,0,0.033640642000000005,0.019063466000000005,0,0.023127978000000004,0.022656809000000003,0.010135612000000002,0.014986855000000002,0.013456051000000002,0.022112457000000002,0,0,0,HC
Group_A_17,0,0.06550683899999998,0.010747244999999999,0.022935285999999996,0.015077662999999996,0.011140469999999998,0,0,0.016281942999999997,0,0.012102585999999997,0,0.03200730399999999,0.025379616999999993,0,0.018452183999999996,0,0,0,0,0.05170623799999999,0,0.040637665999999996,0,0.02401031299999999,0.008036432999999999,0.019348710999999998,0.06553710599999998,0.05551551299999999,0,0,0.0064341619999999985,0.03674038699999999,0.005626368999999999,0.0009840739999999997,0.035378312999999995,0.055890611999999985,0,0.03848506699999999,0.04809376799999999,0.030308050999999992,0.011282456999999997,0.05124003799999999,0,0,0,0.009196561999999998,0.028593536999999992,0.00033500499999999993,0.014842118999999997,0.03193025399999999,0,0.0014866599999999997,0.026214783999999994,0.022237910999999996,0,0,0.028572812999999992,0,0.021703939999999998,HC
Group_A_18,0,0.015725551015725554,0.1787602871787603,0,0.026151844026151845,0.011652023011652024,0.009310365009310364,0.05911656305911656,0,0.022066286022066287,0.03685553403685554,0,0.002119593002119593,0.01742283901742284,0.011144480011144481,0.01446870801446871,0,0.028437442028437444,0.005968329005968329,0.00733497000733497,0.023785474023785478,0,0.037461212037461215,0.03915819003915819,0.012689325012689325,0.06450393406450394,0,0.031115142031115144,0.03179348803179349,0.015743476015743475,0.012577804012577805,0,0.025166656025166656,0.0080465990080466,0.025453043025453048,0.01086126901086127,0.0032356000032356,0.0029789870029789875,0.02616028602616029,0,0,0,0.012250535012250536,0,0,0,0.039410291039410295,0,0,0.0038907650038907653,0.018670523018670525,0,0.03267527903267528,0,0.024099066024099065,0.01004777701004778,0,0.0024808650024808654,0.008563352008563353,0.03064624703064625,HC
Group_A_19,0.023773905023773904,0.020195245020195245,0.006806678006806678,0.001081395001081395,0,0.06283002506283002,0.018599745018599744,0.012681903012681902,0.0376577000376577,0,0.026516174026516175,0.01567947301567947,0,0.025060279025060278,0,0,0,0.01022679001022679,0.010967278010967278,0.033761087033761086,0,0.026791036026791035,0.024160626024160626,0.040572114040572115,0.045996648045996645,0.10389957410389956,0,0.002216748002216748,0.023019033023019032,0,0,0.03215135103215135,0,0.004898215004898215,0.01158067001158067,0.07763633907763634,0,0.027523624027523622,0.04156967204156967,0.02150929102150929,0,0.004223492004223492,0.02062444002062444,0,0,0.01821016201821016,0.030114237030114236,0,0,0.00024664500024664497,0,0,0.00861162900861163,0.020424145020424146,0.031038314031038315,0.0027315700027315697,0.02336869402336869,0,0.024165388024165388,0.026878665026878665,HC
Group_A_20,0,0.04516035400000001,0.028717037000000004,0,0.03517764200000001,0,0.010680966000000002,0.008532215000000001,0.020327635000000004,0.09202008400000002,0.019907470000000003,0.039235004000000004,0,0.019580018000000005,0.03691400200000001,0,0,0,0,0.023052014000000003,0.009047047000000003,0,0.039809633000000004,0.0034128470000000005,0.017677010000000003,0.007921097000000002,0,0,0.028680633000000004,0.007376153000000001,0.08146561900000002,0.022258103000000005,0,0,0.053103067000000004,0,0.04821848000000001,2.2900000000000004e-05,0,0.04450670600000001,0.030721617000000003,0.038784527000000006,0.005299380000000001,0.025887667000000003,0.050888868000000004,0,0.0029564510000000006,0.013448758000000002,0.007387785000000001,0.03206431900000001,0,0.022670187000000005,0,0.019612953000000002,0.006121373000000001,0,0,0.0013523790000000001,0,0,HC
Group_A_21,0.011841753,0.020564607,0.208885519,0,0.011452393,0.022107968,0,0.002021017,0.032219605,0.005385015,0,0.016675374,0.003620826,0.092886035,0,0,0.007393435,0,0.017762372,0.011965283,0.042471518,0,0.003795897,0,0,0.011314982,0.028558509,0.028148358,0,0.018979341,0.005972151,0.007266312,0.069237382,0.022252708,0.038723925,0.038060333,0,0,0.000647194,0.015001167,0.005872309,0.040940934,0,0.006801658,0.022149694,0.017976319,0.007437396,0.027587979,3.34e-05,0.019167606,0,0,0,0.030549731,0,0,0.002766874,0,0.016207994,0.007297127,HC
Group_A_22,0.02202102,0,0,0,0,0,0.040838832,0,0.142593644,0,0.033957947,0.016469958,0.025301312,0.04789082,0.047177246,0.020546704,0.009686724,0.001888706,0.011904051,0,0.015730342,0,0.001684427,0.046387397,0.044302838,0,0,0,0.019182587,0.021774521,0,0.058674786,0.068070659,0,0,0,0,0.039875754,0.013965097,0,0,0.005392634,0.016180295,0,0.032432534,0.005146923,0,0.015662241,0.00911814,0.01297583,0,0.021772897,0.017181529,0,0.053646277,0.011143611,0.001118134,0.003881888,0.000734334,0.043687361,HC
Group_A_23,0.033020999966979,0.0544143969455856,0.015178006984821992,0,0.018836483981163516,0,0.0254883009745117,0.022905388977094612,0.024107836975892163,0,0.03493324696506675,0.010760131989239868,0.012492326987507671,0.042434176957565815,0.0879463019120537,0.04061056095938944,0,0,0,0.008799593991200406,0.08649029691350969,0.030443649969556348,0,0.014586270985413728,0.017308264982691734,0.023663216976336783,0.019564891980435106,0,0.019868626980131372,0.0016710769983289229,0,0.023030043976969953,0,0.04077857895922142,0.030230944969769052,0,0,0,0,0.02446573497553426,0.019699840980300157,0,0,0.02976404497023595,0,0,0.013141894986858105,0,0,0.007019891992980107,0.027451658972548337,0,0,0.04973833495026166,0.016156922983843077,0.030967523969032473,0.01691342898308657,0,0,0.025117103974882895,HC
Group_A_24,0.02870017497129983,0.02222005697777995,0.05365686794634314,0.005401907994598093,0.050185599949814405,0.009565175990434825,0.0034327919965672087,0.0017285279982714723,0.02806684097193316,0.027320904972679097,0,0.04035144895964855,0.0254003039745997,0,0,0.024965440975034565,0.025540266974459734,0,0,0.01636986898363013,0,0.0407747069592253,0,0.005922321994077679,0,0.015012238984987764,0.025383896974616106,0,0.010396566989603435,0,0,0,0.03973268996026732,0,0,0.015864325984135678,0.016607727983392273,0.01877904498122096,0,0.024508760975491244,0,0.056221542943778464,0,0.025685380974314623,0,0.025897927974102078,0,0.02708811797291189,0.008389614991610386,0.023756986976243018,0.02647355697352645,0.06831566393168434,0.01059141198940859,0.009219404990780597,0.01776663998223336,0,0.030649134969350872,0.011202224988797777,0.03564183596435817,0.04721209295278791,HC
Group_A_25,0.012020485012020486,0,0.03159131003159131,0.014134825014134827,0,0.021889472021889476,0.03653511103653512,0.018283281018283283,0.005858154005858155,0.02226346702226347,0.03010871603010872,0.004834136004834137,0,0,0.03486170703486171,0.027134971027134976,0,0.0021005560021005562,0.007865648007865648,0.016506691016506696,0.025287070025287073,0.04384498404384499,0.04120275704120276,0.042047067042047075,0.020920880020920882,0,0.030897099030897105,0.01603210601603211,0.02459011602459012,0.03938847103938848,0.00488400900488401,0.04281458204281459,0,0,0,0.010667781010667782,0.0201640980201641,0.019761260019761265,0,0.012558012012558014,0.018241102018241105,0,0.025850202025850207,0,0,0.010464075010464077,0.02787013502787014,0.029338828029338834,0.0242585980242586,0.047672774047672783,0.0052649990052650005,0,0,0,0.061570021061570036,0.0014808770014808773,0.01263503601263504,0.013048662013048665,0.041255868041255875,0,HC
Group_A_26,0,0.06785295093214704,0,0,0.03888783196111216,0.047097653952902344,0,0,0.0013439659986560339,0.033869388966130606,0.02691298697308701,0.005925099994074899,0.013238925986761073,0,0.020347705979652294,0.0010992529989007468,0,0.02408165697591834,0,0,0.03608997196391002,0.025245601974754395,0,0,0.011475055988524944,0.06691973193308026,0.04147092395852907,0.01685073898314926,0,0,0,0.015250473984749525,0.08809503591190496,0.011160660988839338,0.06356753693643245,0.0798142819201857,0.031224130968775864,0,0.046087468953912525,0.0006596219993403779,0,0.010087483989912516,0.01575786798424213,0.016104155983895845,0.012771803987228195,0,0,0.0038911239961088757,0.03190697196809302,0.00020152499979847498,0,0.024282083975717912,0,0.014509050985490948,0,0,0,0.036912709963087285,0,0.019006564980993432,HC
Group_A_27,0.009180412,0,0,0.023091268,0,0,0.013621549,0,0.009565525,0,0,0.018846953,0.023509111,0.012943934,0.00454933,0,0.003901181,0,0.012127076,0,0.163922653,0.010326781,0.045551257,0.034738926,0.043983111,0,0,0.038099679,0.029488136,0.008099985,0,0.150078754,0.016182429,0.012578431,0.012607769,0.072791115,0,0,0,0,0.005646829,0.002228144,0.021237169,0,0.037694395,0.02810461,0.009121015,0,0.016017164,0,0,0,0.0519096,0.011412982,0,0,0.01525778,0.012221446,0,0.019363501,HC
Group_A_28,0.08136142000000002,0.027932255000000003,0.06682658000000001,0.016359612000000003,0.019552847000000005,0,0.023614996000000003,0.011668258000000003,0.04969147300000001,0,0,0.010476636000000001,0.025844712000000002,0.009917518000000002,0.022018607000000003,0,0.011359084000000002,0,0.07526496100000002,0,0.026312910000000002,0.010907838000000001,0,0.013423278000000002,0.04268724000000001,0.07008131200000002,0.018407671000000004,0.005276859000000001,0,0.027956170000000002,0.008496931000000001,0.03543125300000001,0,0.04240872700000001,0.009442037000000002,0.05348830300000001,0.029940496000000004,0.018929808000000003,0,0.022547513000000005,0,0,0,0,0,0,0,0.016281472000000005,0,0.050298614000000005,0,0,0,0,0.014812874000000002,0,0,0.017908906000000002,0.006138425000000001,0.0069324040000000005,HC
Group_A_29,0.01664015898335984,0.04743436595256563,0.000571305999428694,0,0.024088614975911384,0.03653895396346104,0.035725370964274625,0.010187226989812772,0.010605595989394404,0,0,0.007318965992681033,0.023024658976975337,0,0.01222857898777142,0.027528932972471064,0.032121890967878104,0,0.04544736095455263,0.013059854986940145,0.09747916490252083,0.017999359982000637,0.029826748970173247,0.02031027797968972,0.05807096694192903,0.0022906309977093688,0,0,0,0.001245262998754737,0,0.09407880590592119,0.014037425985962573,0.018118272981881726,0.02648826697351173,0.04703389795296609,0.001420822998579177,0.0034715509965284486,0.03412407496587592,0.014502951985497047,0.012470808987529189,0,0.028328634971671363,0,0.0018458479981541518,0,0.012877475987122524,0,0.002541844997458155,0,0.003118513996881486,0.03797764396202235,0.023968643976031354,0.00980053999019946,0.011471372988528626,0,0.014628621985371378,0,0.01794972898205027,0,HC
Group_A_30,0.004589010000000001,0.0022385520000000004,0,0,0.0030450230000000004,0,0,0,0.0017058860000000002,0.061862175000000005,0.041588585000000004,0,0,0,0.030942461000000004,0.0020240140000000006,0.007622327000000001,0.015278152000000001,0.05207023300000001,0,0.031194566000000003,0.03235506600000001,0,0,0.023190439000000004,0,0.04000989800000001,0,0,0.06479296000000001,0,0.07344142200000002,0.027442306000000003,0,0.016564269000000003,0.009759712000000002,0,0.04146720200000001,0,0.07496740400000002,0.027648658000000003,0.010194714000000002,0.041029679000000006,0.004921708000000001,0.046735781000000004,0,0,0,0,0,0.0031403400000000006,0.025222713000000004,0.024665697000000004,0,0.04079872300000001,0,0.0008803190000000001,0.040983145000000006,0.026367356000000005,0.04925950500000001,HC
Group_A_31,0,0.027072045,0.058778818,0,0.019452686,0.007088079,0,0.0132021,0.001990979,0.02668651,0.05338245,0.028455552,0,0.017277107,0,0.033060958,0.02027983,0,0,0,0.03003556,0,0.0463798,0.012232793,0.011813135,0,0.021464896,0,0.007759467,0.025513921,0.009311784,0.001691496,0.009212922,0,0.013498299,0.057040314,0.037797796,0,0,0,0,0,0.033876139,0.04380808,0,0,0.015284611,0,0.065946125,0.03817015,0.02447839,0,0.011442633,0.050486252,0.009942814,0,0.029018838,0.034687758,0.01610532,0.036273593,HC
Group_A_32,0.012360492999999997,0,0,0.007962702999999998,0.03091351599999999,0.07840781499999999,0.04627253199999999,0.008611360999999998,0.014124609999999996,0.03355269999999999,0.013135755999999997,0.022472886999999997,0,0,0.022223068999999998,0,0.055575843999999985,0.018804340999999995,0,0,0,0.019797062999999997,0,0.0036882359999999993,0.050987246999999986,0.017412326999999995,0,0.041777088999999996,0,0.027675602999999993,0.028525388999999995,0.013714618999999997,0.007429810999999998,0.011717614999999999,0,0,0.03849409399999999,0,0.018639605999999996,0.04273542699999999,0.021230704999999996,0,0,0.030685206999999992,0,0,0.05473483699999999,0,0.04056966099999999,0.020564224999999995,0,0.0058481869999999995,0.009410409999999998,0,0,0,0.005954384999999999,0.048698024999999985,0.04700017799999998,0.02829242699999999,HC
Group_A_33,0.08367228200000001,0.030868007000000006,0.00021132700000000006,0.03510731000000001,0,0,0.052782424000000015,0.006496442000000002,0.002989546000000001,0,0,0,0,0.020078900000000004,0.018448764000000003,0.09315914000000002,0,0.014097336000000004,0,0.019796224000000005,0,0.005681762000000001,0.08819358700000002,0,0,0.06765248700000001,0.0042041610000000005,0,0,0.002966355000000001,0,0,0.006023249000000001,0.0024939690000000004,0.030447079000000005,0.014068839000000003,0,0,0,0,0,0,0,0.020105557000000003,0,0.09256149900000002,0.007003053000000002,0.023381100000000002,0,0.0006330080000000001,0,0,0.045753564000000004,0.03607370900000001,0.011184203000000002,0.03954144300000001,0.06681277000000001,0,0.019073288000000004,0.03843761600000001,HC
Group_A_34,0,0.027309525972690478,0.00573966099426034,0.023811408976188594,0.029321728970678276,0.036847987963152015,0.018679686981320318,0.02696391497303609,0,0,0.010723493989276507,0.0030695029969304974,0,0.04546165295453835,0.05535962894464038,0,0,0,0,0.007055734992944266,0.037172931962827074,0.0584424089415576,0.00895596299104404,0.01905747398094253,0,0,0.04009096095990904,0.03843153096156847,0.011429569988570431,0,0.02837948797162052,0,0.043644121956355884,0,0,0.025783595974216405,0,0,0,0.043179455956820545,0,0,0.055305930944694076,0.01002228198997772,0,0.0018763829981236172,0.029929581970070424,0,0.038689034961310965,0.030213390969786612,0.025707747974292254,0.04707795295292205,0,0,0.0247187019752813,0,0,0,0.014105697985894304,0.07744186492255814,HC
Group_A_35,0.051236577051236576,0.0066913180066913176,0,0,0.02093092002093092,0.025399187025399186,0.01633827801633828,0,0.006328809006328809,0.06289666406289667,0,0.0317013040317013,0.000789096000789096,0,0,0,0,0,0.008828947008828946,0,0,0.0020294060020294062,0,0,0.0355959030355959,0.021529425021529425,0.010084388010084388,0,0.021351189021351188,0.015883185015883185,0,0,0.029049705029049702,0.034143848034143845,0.03465863403465863,0.032287275032287274,0.0733172990733173,0.001830658001830658,0.028451296028451298,0,0.014877913014877913,0.013848233013848233,0,0,0.000578085000578085,0.026930326026930327,0.019441656019441658,0,0.09045412609045413,0,0,0.017294135017294134,0.05139685305139685,0.03643904803643905,0.07909050207909049,0.00848464000848464,0.03201621403201622,0.03779495703779495,0,0,HC
