Kingdom,Phylum,Class,Order,Family,Genus,Species
k__Archaea;,p__Euryarchaeota;,c__Methanobacteria;,o__Methanobacteriales;,f__pMC1;,g__pMC1A4;,sp77
k__Archaea;,p__Euryarchaeota;,c__Methanomicrobia;,o__Methanomicrobiales;,f__Methanomicrobiaceae;,g__Methanoculleus;,sp78
k__Archaea;,p__Euryarchaeota;,c__Methanomicrobia;,o__Methanomicrobiales;,f__Methanomicrobiaceae;,g__Methanofollis;,sp79
k__Archaea;,p__Euryarchaeota;,c__Methanomicrobia;,o__Methanomicrobiales;,f__Methanospirillaceae;,g__Methanospirillum;,sp80
k__Archaea;,p__Euryarchaeota;,c__Thermoplasmata;,o__E2;,f__DHVEG_1;,g__DHVEG_1_Group;,sp81
k__Archaea;,p__Euryarchaeota;,c__Methanomicrobia;,o__Methanocellales;,f__Methanocellaceae;,g__Methanocella;,sp82
k__Archaea;,p__Euryarchaeota;,c__Halobacteria;,o__Halobacteriales;,f__Halobacteriaceae;,g__Halorubrum;,sp83
k__Archaea;,p__Euryarchaeota;,c__Halobacteria;,o__Halobacteriales;,f__Halobacteriaceae;,g__Haloterrigena;,sp84
k__Archaea;,p__Euryarchaeota;,c__Halobacteria;,o__Halobacteriales;,f__Halobacteriaceae;,g__Salinarchaeum;,sp85
k__Archaea;,p__Euryarchaeota;,c__Halobacteria;,o__Halobacteriales;,f__Halobacteriaceae;,g__Salinarchaeum;,sp86
k__Archaea;,p__Euryarchaeota;,c__Halobacteria;,o__Halobacteriales;,f__Halobacteriaceae;,g__Salinarchaeum;,sp87
k__Archaea;,p__Euryarchaeota;,c__Halobacteria;,o__Halobacteriales;,f__Halobacteriaceae;,g__Natrialba;,sp88
k__Archaea;,p__Euryarchaeota;,c__Halobacteria;,o__Halobacteriales;,f__MSP41;,g__MSP41_Group;,sp89
k__Archaea;,p__Euryarchaeota;,c__Thermoplasmata;,o__E2;,f__Methanomassiliicoccaceae;,g__Methanomassiliicoccaceae_Group;,sp90
k__Archaea;,p__Euryarchaeota;,c__Thermoplasmata;,o__E2;,f__Methanomassiliicoccaceae;,g__Methanomassiliicoccaceae_Group;,sp91
k__Archaea;,p__Euryarchaeota;,c__Thermoplasmata;,o__E2;,f__Methanomassiliicoccaceae;,g__vadinCA11;,sp92
k__Archaea;,p__Euryarchaeota;,c__DSEG;,o__DHVE3;,f__Unclassified;,g__Unclassified;,sp93
k__Archaea;,p__Euryarchaeota;,c__ANME_1;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp94
k__Archaea;,p__Euryarchaeota;,c__ANME_1;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp95
k__Archaea;,p__Euryarchaeota;,c__Archaeoglobi;,o__Archaeoglobales;,f__Archaeoglobaceae;,g__Archaeoglobus;,sp96
k__Archaea;,p__Euryarchaeota;,c__Archaeoglobi;,o__Archaeoglobales;,f__Archaeoglobaceae;,g__Archaeoglobus;,sp97
k__Archaea;,p__Euryarchaeota;,c__Thermococci;,o__Thermococcales;,f__Thermococcaceae;,g__Pyrococcus;,sp98
k__Archaea;,p__Crenarchaeota;,c__Unclassified;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp99
k__Archaea;,p__Crenarchaeota;,c__Unclassified;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp100
k__Archaea;,p__Euryarchaeota;,c__DSEG;,o__DHVE3;,f__Unclassified;,g__Unclassified;,sp101
k__Archaea;,p__Parvarchaeota;,c__Parvarchaea;,o__YLA114;,f__Unclassified;,g__Unclassified;,sp102
k__Archaea;,p__Euryarchaeota;,c__Thermococci;,o__Thermococcales;,f__Thermococcaceae;,g__Thermococcaceae_Group;,sp103
k__Archaea;,p__Euryarchaeota;,c__DSEG;,o__DHVE3;,f__Unclassified;,g__Unclassified;,sp104
k__Archaea;,p__Euryarchaeota;,c__Thermococci;,o__Thermococcales;,f__Thermococcaceae;,g__Thermococcus;,sp105
k__Archaea;,p__Euryarchaeota;,c__Thermococci;,o__Thermococcales;,f__Thermococcaceae;,g__Thermococcus;,sp106
k__Archaea;,p__Euryarchaeota;,c__Thermococci;,o__Thermococcales;,f__Thermococcaceae;,g__Palaeococcus;,sp107
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp108
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp109
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Thermoproteales;,f__Thermofilaceae;,g__Thermofilum;,sp110
k__Archaea;,p__Crenarchaeota;,c__MCG;,o__pGrfC26;,f__Unclassified;,g__Unclassified;,sp111
k__Archaea;,p__Crenarchaeota;,c__MBGB;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp112
k__Archaea;,p__Crenarchaeota;,c__MCG;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp113
k__Archaea;,p__Crenarchaeota;,c__Aigarchaeota;,o__Caldiarchales;,f__Unclassified;,g__Unclassified;,sp114
k__Archaea;,p__Crenarchaeota;,c__pOWA133;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp115
k__Archaea;,p__Crenarchaeota;,c__Korarchaeota;,o__Korarchaeotales;,f__Korarchaeotaceae;,g__Korarchaeotaceae_Group;,sp116
k__Archaea;,p__Crenarchaeota;,c__Unclassified;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp117
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Desulfurococcales;,f__Desulfurococcaceae;,g__Aeropyrum;,sp118
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Desulfurococcales;,f__Desulfurococcaceae;,g__Aeropyrum;,sp119
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Desulfurococcales;,f__Desulfurococcaceae;,g__Aeropyrum;,sp120
k__Archaea;,p__Crenarchaeota;,c__Aigarchaeota;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp121
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Desulfurococcales;,f__Desulfurococcaceae;,g__Ignicoccus;,sp122
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Desulfurococcales;,f__Desulfurococcaceae;,g__Sulfophobococcus;,sp123
k__Archaea;,p__Crenarchaeota;,c__pUWA2;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp124
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Sulfolobales;,f__Sulfolobaceae;,g__Sulfolobus;,sp125
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Sulfolobales;,f__Sulfolobaceae;,g__Sulfolobus;,sp126
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Sulfolobales;,f__Sulfolobaceae;,g__Sulfolobaceae_Group;,sp127
k__Archaea;,p__Crenarchaeota;,c__Thermoprotei;,o__Sulfolobales;,f__Sulfolobaceae;,g__Metallosphaera;,sp128
k__Archaea;,p__Crenarchaeota;,c__MBGA;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp129
k__Archaea;,p__Crenarchaeota;,c__MBGB;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp130
k__Archaea;,p__Crenarchaeota;,c__MBGB;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp131
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Cenarchaeales;,f__Cenarchaeaceae;,g__Cenarchaeum;,sp132
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Cenarchaeales;,f__Cenarchaeaceae;,g__Nitrosopumilus;,sp133
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Cenarchaeales;,f__Cenarchaeaceae;,g__Cenarchaeaceae_Group;,sp134
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Cenarchaeales;,f__Cenarchaeaceae;,g__Nitrosopumilus;,sp135
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Cenarchaeales;,f__Cenarchaeaceae;,g__Cenarchaeaceae_Group;,sp136
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Nitrososphaerales;,f__Nitrososphaeraceae;,g__Candidatus_Nitrososphaera;,sp137
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Nitrososphaerales;,f__Nitrososphaeraceae;,g__Candidatus_Nitrososphaera;,sp138
k__Archaea;,p__Crenarchaeota;,c__Thaumarchaeota;,o__Nitrososphaerales;,f__Nitrososphaeraceae;,g__Candidatus_Nitrososphaera;,sp139
k__Archaea;,p__Crenarchaeota;,c__MCG;,o__pGrfC26;,f__Unclassified;,g__Unclassified;,sp140
k__Bacteria;,p__Aquificae;,c__Aquificae;,o__Aquificales;,f__Aquificaceae;,g__Thermocrinis;,sp141
k__Bacteria;,p__Aquificae;,c__Aquificae;,o__Aquificales;,f__Aquificaceae;,g__Aquifex;,sp142
k__Bacteria;,p__Aquificae;,c__Aquificae;,o__Aquificales;,f__Hydrogenothermaceae;,g__Hydrogenothermaceae_Group;,sp143
k__Bacteria;,p__Aquificae;,c__Aquificae;,o__Aquificales;,f__Aquificaceae;,g__Hydrogenobacter;,sp144
k__Bacteria;,p__Aquificae;,c__Aquificae;,o__Aquificales;,f__Aquificaceae;,g__Thermocrinis;,sp145
k__Bacteria;,p__Thermotogae;,c__Thermotogae;,o__Thermotogales;,f__Thermotogaceae;,g__Marinitoga;,sp146
k__Bacteria;,p__Thermotogae;,c__Thermotogae;,o__Thermotogales;,f__Thermotogaceae;,g__Thermopallium;,sp147
k__Bacteria;,p__Thermotogae;,c__Thermotogae;,o__Thermotogales;,f__Thermotogaceae;,g__Fervidobacterium;,sp148
k__Bacteria;,p__Firmicutes;,c__Clostridia;,o__Thermoanaerobacterales;,f__Thermodesulfobiaceae;,g__Coprothermobacter;,sp149
k__Bacteria;,p__EM19;,c__Unclassified;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp150
k__Bacteria;,p__Chloroflexi;,c__Chloroflexia;,o__Chloroflexales;,f__Oscillochloridaceae;,g__Oscillochloris;,sp151
k__Bacteria;,p__Chloroflexi;,c__Chloroflexia;,o__Roseiflexales;,f__Kouleothrixaceae;,g__Kouleothrix;,sp152
k__Bacteria;,p__Chloroflexi;,c__Anaerolineae;,o__SJA_15;,f__Unclassified;,g__Unclassified;,sp153
k__Bacteria;,p__Chloroflexi;,c__Anaerolineae;,o__Anaerolineales;,f__Anaerolineaceae;,g__Anaerolineaceae_Group;,sp154
k__Bacteria;,p__Thermi;,c__Deinococci;,o__Thermales;,f__Thermaceae;,g__Meiothermus;,sp155
k__Bacteria;,p__Thermi;,c__Deinococci;,o__Thermales;,f__Thermaceae;,g__Meiothermus;,sp156
k__Bacteria;,p__Thermi;,c__Deinococci;,o__Deinococcales;,f__Deinococcaceae;,g__Deinococcus;,sp157
k__Bacteria;,p__Thermi;,c__Deinococci;,o__Deinococcales;,f__Deinococcaceae;,g__Deinococcus;,sp158
k__Bacteria;,p__Thermi;,c__Deinococci;,o__Deinococcales;,f__Deinococcaceae;,g__Deinococcus;,sp159
k__Bacteria;,p__Armatimonadetes;,c__OPB50;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp160
k__Bacteria;,p__Armatimonadetes;,c__SJA_176;,o__RB046;,f__Unclassified;,g__Unclassified;,sp161
k__Bacteria;,p__Armatimonadetes;,c__SJA_176;,o__TP122;,f__Unclassified;,g__Unclassified;,sp162
k__Bacteria;,p__Armatimonadetes;,c__SJA_176;,o__GAB_B06;,f__Unclassified;,g__Unclassified;,sp163
k__Bacteria;,p__Armatimonadetes;,c__Chthonomonadetes;,o__SJA_22;,f__Unclassified;,g__Unclassified;,sp164
k__Bacteria;,p__Armatimonadetes;,c__Fimbriimonadia;,o__Fimbriimonadales;,f__Fimbriimonadaceae;,g__Fimbriimonadaceae_Group;,sp165
k__Bacteria;,p__Nitrospirae;,c__Nitrospira;,o__Nitrospirales;,f__Nitrospiraceae;,g__Nitrospira;,sp166
k__Bacteria;,p__Nitrospirae;,c__Nitrospira;,o__Nitrospirales;,f__Nitrospiraceae;,g__Nitrospira;,sp167
k__Bacteria;,p__Nitrospirae;,c__Nitrospira;,o__Nitrospirales;,f__Nitrospiraceae;,g__Nitrospira;,sp168
k__Bacteria;,p__Nitrospirae;,c__Nitrospira;,o__Nitrospirales;,f__Thermodesulfovibrionaceae;,g__Thermodesulfovibrionaceae_Group;,sp169
k__Bacteria;,p__Nitrospirae;,c__Nitrospira;,o__Nitrospirales;,f__Nitrospiraceae;,g__Thermodesulfovibrio;,sp170
k__Bacteria;,p__Verrucomicrobia;,c__Verruco_5;,o__WCHB1_41;,f__RFP12;,g__RFP12_Group;,sp171
k__Bacteria;,p__Verrucomicrobia;,c__Verruco_5;,o__WCHB1_41;,f__Unclassified;,g__Unclassified;,sp172
k__Bacteria;,p__Lentisphaerae;,c__Lentisphaeria;,o__Victivallales;,f__Victivallaceae;,g__Victivallis;,sp173
k__Bacteria;,p__Verrucomicrobia;,c__Verruco_5;,o__WCHB1_41;,f__Unclassified;,g__Unclassified;,sp174
k__Bacteria;,p__Verrucomicrobia;,c__Opitutae;,o__Cerasicoccales;,f__Cerasicoccaceae;,g__Cerasicoccaceae_Group;,sp175
k__Bacteria;,p__Verrucomicrobia;,c__Opitutae;,o__Opitutales;,f__Opitutaceae;,g__Opitutus;,sp176
k__Bacteria;,p__Verrucomicrobia;,c__Pedosphaerae;,o__Pedosphaerales;,f__Unclassified;,g__Unclassified;,sp177
k__Bacteria;,p__Verrucomicrobia;,c__Verrucomicrobiae;,o__Verrucomicrobiales;,f__Verrucomicrobiaceae;,g__Prosthecobacter;,sp178
k__Bacteria;,p__Verrucomicrobia;,c__Spartobacteria;,o__Chthoniobacterales;,f__Chthoniobacteraceae;,g__DA101;,sp179
k__Bacteria;,p__Verrucomicrobia;,c__Spartobacteria;,o__Chthoniobacterales;,f__Chthoniobacteraceae;,g__DA101;,sp180
k__Bacteria;,p__Verrucomicrobia;,c__Spartobacteria;,o__Chthoniobacterales;,f__Chthoniobacteraceae;,g__DA101;,sp181
k__Bacteria;,p__Synergistetes;,c__Synergistia;,o__Synergistales;,f__Synergistaceae;,g__Pyramidobacter;,sp182
k__Bacteria;,p__Synergistetes;,c__Synergistia;,o__Synergistales;,f__Aminiphilaceae;,g__Aminiphilus;,sp183
k__Bacteria;,p__OP3;,c__koll11;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp184
k__Bacteria;,p__OP3;,c__koll11;,o__GIF10;,f__kpj58rc;,g__kpj58rc_Group;,sp185
k__Bacteria;,p__OP3;,c__BD4_9;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp186
k__Bacteria;,p__OP3;,c__koll11;,o__GIF10;,f__kpj58rc;,g__kpj58rc_Group;,sp187
k__Bacteria;,p__OP8;,c__OP8_1;,o__HMMVPog_54;,f__Unclassified;,g__Unclassified;,sp188
k__Bacteria;,p__Planctomycetes;,c__Unclassified;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp189
k__Bacteria;,p__Acidobacteria;,c__iii1_8;,o__DS_18;,f__Unclassified;,g__Unclassified;,sp190
k__Bacteria;,p__Acidobacteria;,c__iii1_8;,o__SJA_36;,f__Unclassified;,g__Unclassified;,sp191
k__Bacteria;,p__Spirochaetes;,c__Leptospirae;,o__Leptospirales;,f__Sediment_4;,g__Sediment_4_Group;,sp192
k__Bacteria;,p__Acidobacteria;,c__OS_K;,o__Unclassified;,f__Unclassified;,g__Unclassified;,sp193
k__Bacteria;,p__Acidobacteria;,c__Holophagae;,o__Holophagales;,f__Holophagaceae;,g__Holophaga;,sp194
k__Bacteria;,p__Acidobacteria;,c__Chloracidobacteria;,o__RB41;,f__Ellin6075;,g__Ellin6075_Group;,sp195
k__Bacteria;,p__Acidobacteria;,c__Acidobacteria;,o__iii1_15;,f__mb2424;,g__mb2424_Group;,sp196
k__Bacteria;,p__Acidobacteria;,c__Acidobacteria;,o__iii1_15;,f__Unclassified;,g__Unclassified;,sp197
k__Bacteria;,p__Acidobacteria;,c__BPC102;,o__B110;,f__Unclassified;,g__Unclassified;,sp198
k__Bacteria;,p__Acidobacteria;,c__Acidobacteria;,o__iii1_15;,f__Unclassified;,g__Unclassified;,sp199
k__Bacteria;,p__Acidobacteria;,c__Acidobacteria;,o__iii1_15;,f__Unclassified;,g__Unclassified;,sp200
k__Bacteria;,p__Acidobacteria;,c__Acidobacteria;,o__iii1_15;,f__Unclassified;,g__Unclassified;,sp201
k__Bacteria;,p__Acidobacteria;,c__Acidobacteria;,o__iii1_15;,f__Unclassified;,g__Unclassified;,sp202
k__Bacteria;,p__Deferribacteres;,c__Deferribacteres;,o__Deferribacterales;,f__Deferribacteraceae;,g__Geovibrio;,sp203
k__Bacteria;,p__Deferribacteres;,c__Deferribacteres;,o__Deferribacterales;,f__Deferribacteraceae;,g__Mucispirillum;,sp204
k__Bacteria;,p__Deferribacteres;,c__Deferribacteres;,o__Deferribacterales;,f__Deferribacteraceae;,g__Mucispirillum;,sp205
k__Bacteria;,p__Chrysiogenetes;,c__Chrysiogenetes;,o__Chrysiogenales;,f__Chrysiogenaceae;,g__Chrysiogenes;,sp206
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Unclassified;,g__Unclassified;,sp207
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Rikenellaceae;,g__Rikenellaceae_Group;,sp208
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__BA008;,g__BA008_Group;,sp209
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Unclassified;,g__Unclassified;,sp210
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Unclassified;,g__Unclassified;,sp211
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Draconibacteriaceae;,g__Mariniphaga;,sp212
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Unclassified;,g__Unclassified;,sp213
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Unclassified;,g__Unclassified;,sp214
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Unclassified;,g__Unclassified;,sp215
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__RF16;,g__RF16_Group;,sp216
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Porphyromonadaceae;,g__Porphyromonas;,sp217
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Porphyromonadaceae;,g__Porphyromonas;,sp218
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Porphyromonadaceae;,g__Porphyromonas;,sp219
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Porphyromonadaceae;,g__Porphyromonas;,sp220
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Porphyromonadaceae;,g__Parabacteroides;,sp221
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Rikenellaceae;,g__Rikenellaceae_Group;,sp222
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Rikenellaceae;,g__Rikenellaceae_Group;,sp223
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Rikenellaceae;,g__Rikenellaceae_Group;,sp224
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__RF16;,g__RF16_Group;,sp225
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Porphyromonadaceae;,g__Paludibacter;,sp226
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Porphyromonadaceae;,g__Proteiniphilum;,sp227
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides;,sp228
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotellaceae_Group;,sp229
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__RF16;,g__RF16_Group;,sp230
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp231
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp232
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp233
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp234
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp235
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp236
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp237
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp238
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp239
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp240
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp241
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp242
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp243
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp244
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp245
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp246
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp247
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp248
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp249
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp250
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp251
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotellaceae_Group;,sp252
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp253
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp254
k__Bacteria;,p__Bacteroidetes;,c__Bacteroidia;,o__Bacteroidales;,f__Prevotellaceae;,g__Prevotella;,sp255
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Blattabacteriaceae;,g__Blattabacterium;,sp256
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Blattabacteriaceae;,g__Candidatus_Brownia;,sp257
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Blattabacteriaceae;,g__Blattabacterium;,sp258
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Cryomorphaceae;,g__Fluviicola;,sp259
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Flavobacteriaceae;,g__Flavobacterium;,sp260
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Flavobacteriaceae;,g__Flavobacterium;,sp261
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Flavobacteriaceae;,g__Subsaxibacter;,sp262
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Flavobacteriaceae;,g__Flavobacterium;,sp263
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Flavobacteriaceae;,g__Flavobacterium;,sp264
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Flavobacteriaceae;,g__Flavobacterium;,sp265
k__Bacteria;,p__Bacteroidetes;,c__Flavobacteria;,o__Flavobacteriales;,f__Flavobacteriaceae;,g__Polaribacter;,sp266
